1000 0.011786
1020 0.011786
1040 0.014897
1060 0.021120
1080 0.030455
1100 0.042901
1120 0.058459
1140 0.077128
1160 0.008674
1180 0.032011
1200 0.058459
1220 0.088018
1240 0.024232
1260 0.058459
1280 0.095797
1300 0.035122
1320 0.077128
1340 0.018009
1360 0.064682
1380 0.007118
1400 0.058459
1420 0.002451
1440 0.058459
1460 0.004007
1480 0.064682
1500 0.011786
1520 0.077128
1540 0.025788
1560 0.095797
1580 0.046012
1600 0.120689
1620 0.072461
1640 0.024232
1660 0.105132
1680 0.058459
1700 0.011786
1720 0.098909
1740 0.053791
1760 0.008674
1780 0.102020
1800 0.058459
1820 0.014897
1840 0.114466
1860 0.072461
1880 0.030455
1900 0.136247
1920 0.095797
1940 0.055347
1960 0.014897
1980 0.128468
2000 0.089574
2020 0.050680
2040 0.011786
2060 0.133135
2080 0.095797
2100 0.058459
2120 0.021120
2140 0.150249
2160 0.114466
2180 0.078684
2200 0.042901
2220 0.007118
2240 0.145582
2260 0.111355
2280 0.077128
2300 0.042901
2320 0.008674
2340 0.156472
2360 0.123801
2380 0.091130
2400 0.058459
2420 0.025788
2440 0.182920
2460 0.151805
2480 0.120689
2500 0.089574
2520 0.058459
2540 0.027343
2560 0.195366
2580 0.165807
2600 0.136247
2620 0.106687
2640 0.077128
2660 0.047568
2680 0.018009
2700 0.198478
2720 0.170474
2740 0.142470
2760 0.114466
2780 0.086462
2800 0.058459
2820 0.030455
2840 0.002451
2860 0.196922
2880 0.170474
2900 0.144026
2920 0.117578
2940 0.091130
2960 0.064682
2980 0.038234
3000 0.011786
3020 0.220258
3040 0.195366
3060 0.170474
3080 0.145582
3100 0.120689
3120 0.095797
3140 0.070905
3160 0.046012
3180 0.021120
3200 0.245151
3220 0.221814
3240 0.198478
3260 0.175141
3280 0.151805
3300 0.128468
3320 0.105132
3340 0.081795
3360 0.058459
3380 0.035122
3400 0.011786
3420 0.254485
3440 0.232704
3460 0.210924
3480 0.189143
3500 0.167362
3520 0.145582
3540 0.123801
3560 0.102020
3580 0.080239
3600 0.058459
3620 0.036678
3640 0.014897
3660 0.277822
3680 0.257597
3700 0.237372
3720 0.217147
3740 0.196922
3760 0.176697
3780 0.156472
3800 0.136247
3820 0.116022
3840 0.095797
3860 0.075572
3880 0.055347
3900 0.035122
3920 0.014897
3940 0.301158
3960 0.282489
3980 0.263820
